dates,url,scores
12/29/17,https://techcrunch.com/2017/12/29/facebook-solutions-engineering/,0.448078571
12/22/17,https://techcrunch.com/2017/12/22/check-now-to-see-if-you-liked-any-russian-troll-accounts-on-facebook/,0.29922
12/21/17,https://techcrunch.com/2017/12/21/facebook-and-universal-music-groups-new-partnership-will-allow-for-user-gen-videos-with-licensed-music-new-social-features/,0.444885714
12/20/17,https://techcrunch.com/2017/12/20/facebook-will-ditch-disputed-flags-on-fake-news-and-display-links-to-trustworthy-articles-instead/,0.030375
12/20/17,https://techcrunch.com/2017/12/20/revoice-me-offers-a-simple-way-to-let-your-blog-and-newsletter-readers-subscribe-via-facebook-messenger/,0.184757143
12/19/17,https://techcrunch.com/2017/12/19/facebook-opens-up-its-social-vr-spaces-platform-to-htc-vive/,0.25295
12/19/17,https://techcrunch.com/2017/12/19/facebook-has-new-tools-to-prevent-unwanted-friend-requests-and-messages/,-0.19415
12/19/17,https://techcrunch.com/2017/12/19/facebook-facial-recognition-photos/,0.158952632
12/19/17,https://techcrunch.com/2017/12/19/france-puts-facebook-on-notice-over-whatsapp-data-transfers/,0.053013333
12/18/17,https://techcrunch.com/2017/12/18/government-requests-for-facebook-user-data-continue-to-increase-worldwide/,0.088141176
12/18/17,https://techcrunch.com/2017/12/18/facebook-is-clamping-down-on-posts-that-shamelessly-beg-for-your-engagement/,0.194964286
12/14/17,https://techcrunch.com/2017/12/14/facebook-pre-roll-ads/,0.160188889
12/14/17,https://techcrunch.com/2017/12/14/genalyte-hires-facebook-and-google-exec-kevin-lo-as-company-president/,0.26841
12/13/17,https://techcrunch.com/2017/12/13/click-to-whatsapp-messaging-buttons-are-now-rolling-out-in-facebook-ads/,0.142757895
12/13/17,https://techcrunch.com/2017/12/13/facebooks-brexit-probe-unearths-three-russian-bought-immigration-ads/,0.047321622
12/12/17,https://techcrunch.com/2017/12/12/facebook-messaging-vp-david-marcus-joins-coinbase-board/,0.392092308
12/12/17,https://techcrunch.com/2017/12/12/facebook-world-effects/,0.349604167
12/12/17,https://techcrunch.com/2017/12/12/facebook-will-no-longer-always-divert-international-advertising-revenue-to-ireland/,0.244336364
12/12/17,https://techcrunch.com/2017/12/12/facebook-bats-back-after-a-second-former-exec-accuses-it-of-negatively-impacting-society/,0.049073684
12/11/17,https://techcrunch.com/2017/12/11/facebook-is-trying-to-make-the-poke-happen-again/,0.180724324
12/10/17,https://techcrunch.com/2017/12/10/times-up-for-facebook-ticker/,0.207404167
12/8/17,https://techcrunch.com/2017/12/08/these-are-facebooks-internal-policies-on-harassment-and-bullying/,-0.126672727
12/8/17,https://techcrunch.com/2017/12/08/facebook-sound-collection/,0.274723077
12/7/17,https://techcrunch.com/2017/12/07/facebook-adds-support-for-live-streaming-and-video-chats-to-messenger-games/,0.278744444
12/6/17,https://techcrunch.com/2017/12/06/facebooks-former-oculus-story-studio-team-isnt-done-quite-yet/,0.298194118
