dates,url,scores
12/30/12,https://techcrunch.com/2012/12/30/with-a-flick-of-the-wrist-facebook-could-destroy-current-advertising-models/,0.105702667
12/29/12,https://techcrunch.com/2012/12/29/facebooks-high-stakes-poker-game/,0.004176087
12/29/12,https://techcrunch.com/2012/12/29/trade-a-bit-of-facebook-privacy-for-free-samsung-tectiles-flip-covers/,0.115546667
12/28/12,https://techcrunch.com/2012/12/28/data-shows-online-buzz-about-snapchat-is-skyrocketing-after-the-launch-of-facebook-poke/,0.301011111
12/24/12,https://techcrunch.com/2012/12/24/security-loophole-in-facebooks-camera-app-allowed-hackers-to-hijack-accounts-over-wifi/,0.05778125
12/24/12,https://techcrunch.com/2012/12/24/keen-on-john-borthwick-why-the-facebook-instagram-deal-is-the-most-important-tech-event-of-2012/,0.160288889
12/24/12,https://techcrunch.com/2012/12/24/facebook-expands-photo-functionality-in-its-desktop-app-quietly-rolls-out-drag-to-upload-feature/,0.109844444
12/23/12,https://techcrunch.com/2012/12/23/short-sweet-and-in-stealth-mode-is-quip-the-name-of-ex-facebook-cto-bret-taylors-next-project/,0.049384211
12/23/12,https://techcrunch.com/2012/12/23/crunchweek-the-big-instagram-backlash-cash-for-facebook-messages-and-our-tech-holiday-hangovers/,0.9072
12/22/12,https://techcrunch.com/2012/12/22/your-facebook-pokes-are-stored-for-two-days-then-their-encryption-keys-are-deleted/,0.079276667
12/22/12,https://techcrunch.com/2012/12/22/facebook-last-minute-gifts/,0.491014286
12/22/12,https://techcrunch.com/2012/12/22/its-a-facebook-and-google-world-on-apples-app-store-poke-hits-1-a-day-after-its-release/,0.213496774
12/21/12,https://techcrunch.com/2012/12/21/snapchat-co-founder-evan-spiegel-responds-to-poke-welcome-facebook-seriously/,0.223226667
12/21/12,https://techcrunch.com/2012/12/21/facebooks-status-box-gets-more-personal-asks-you-whats-going-on-by-name/,0.305453846
12/21/12,https://techcrunch.com/2012/12/21/facebook-poke-vs-snapchat-what-is-the-difference/,0.09405
12/21/12,https://techcrunch.com/2012/12/21/facebook-poke-app/,0.171225641
12/20/12,https://techcrunch.com/2012/12/20/senate-passes-netflix-backed-revision-of-privacy-law-paving-way-for-facebook-sharing/,0.499957143
12/20/12,https://techcrunch.com/2012/12/20/ios-instagram-gets-update-with-facebook-sign-in-new-filter-and-album-uploading-option/,0.07465
12/20/12,https://techcrunch.com/2012/12/20/facebook-marketing-platform-publishing-garag/,0.427510526
12/20/12,https://techcrunch.com/2012/12/20/facebook-tries-letting-you-pay-to-guarantee-message-delivery-changes-messaging-privacy-settings/,0.114561905
12/19/12,https://techcrunch.com/2012/12/19/foursquare-starts-using-facebooks-data-for-recommendations-as-rivalry-between-the-two-heats-up/,0.395971429
