dates,url,scores
12/29/2013,https://techcrunch.com/2013/12/29/facebook-international-user-growth/,0.22365384615384615
12/27/2013,https://techcrunch.com/2013/12/27/nine-big-music-labels-plan-to-sue-vkontakte-the-facebook-of-russia-over-6000-illegal-music-tracks/,0.1791921052631579
12/20/2013,https://techcrunch.com/2013/12/20/facebook-officially-joins-the-sp-500-prices-follow-on-offering-at-55-05-per-share/,0.20581428571428573
12/20/2013,https://techcrunch.com/2013/12/20/facebook-eyeing-up-a-10-15m-acquisition-of-indias-little-eye-labs/,0.11129047619047619
12/19/2013,https://techcrunch.com/2013/12/19/facebook-home-redesign/,0.237492
12/19/2013,https://techcrunch.com/2013/12/19/facebook-announces-a-secondary-offering-of-70m-shares-to-raise-3-9b-joining-sp-500-index/,0.36681500000000006
12/17/2013,https://techcrunch.com/2013/12/17/facebook-acquires-sportstream/,0.2577894736842105
12/17/2013,https://techcrunch.com/2013/12/17/ispot-tv-twitter-facebook/,0.28890000000000005
12/17/2013,https://techcrunch.com/2013/12/17/facebook-video-ads-newsfeed-autoplay/,0.03338666666666667
12/16/2013,https://techcrunch.com/2013/12/16/facebook-donate-now-button/,0.30837142857142863
12/13/2013,https://techcrunch.com/2013/12/13/facebook-custom-audiences-measurement/,0.11967192982456143
12/13/2013,https://techcrunch.com/2013/12/13/facebook-vs-tv-and-youtube/,0.23501395348837206
12/12/2013,https://techcrunch.com/2013/12/12/ifttt-launches-ios-location-channel-with-integrations-for-foursquare-twitter-instagram-and-facebook/,0.3722914285714286
12/11/2013,https://techcrunch.com/2013/12/11/facebook-autoplay-video/,0.1559131578947369
12/09/2013,https://techcrunch.com/2013/12/09/facebook-artificial-intelligence-lab-lecun/,0.30181111111111114
12/06/2013,https://techcrunch.com/2013/12/06/video-is-facebooks-next-big-opportunity/,0.1476854838709677
12/05/2013,https://techcrunch.com/2013/12/05/facebook-organic-reach/,0.17894285714285713
12/05/2013,https://techcrunch.com/2013/12/05/social-travel-app-jetpac-ditches-facebook-pivots-to-instagram-based-city-guides-for-at-a-glance-recommendations/,0.23981764705882355
12/05/2013,https://techcrunch.com/2013/12/05/amazon-tops-customer-satisfaction-ratings-for-leading-brands-while-facebook-languishes-at-the-bottom/,0.27819230769230774
12/04/2013,https://techcrunch.com/2013/12/04/facebook-org-charts/,0.14990689655172412
12/02/2013,https://techcrunch.com/2013/12/02/facebook-news-discovery-2/,0.41256470588235294
12/02/2013,https://techcrunch.com/2013/12/02/facebook-unfollow/,0.299775
11/27/2013,https://techcrunch.com/2013/11/27/facebook-testing-save-for-later-feature/,0.5007461538461538
11/25/2013,https://techcrunch.com/2013/11/25/insta-sales-soldsie-expands-from-facebook-based-e-commerce-to-include-support-for-instagram/,0.298575
11/22/2013,https://techcrunch.com/2013/11/22/idrive-launches-facebook-backup-so-you-never-lose-the-photos-and-videos-you-were-tagged-in/,0.44024
11/21/2013,https://techcrunch.com/2013/11/21/dont-spam-facebook-with-fake-bieber-porn-unless-you-want-to-get-sued/,-0.1530857142857143
11/19/2013,https://techcrunch.com/2013/11/19/that-was-fast-facebooks-webmobile-chat-feature-is-now-getting-rolled-out-globally/,0.10535000000000001
11/19/2013,https://techcrunch.com/2013/11/19/snapchat-reportedly-sees-more-daily-photos-than-facebook/,0.20386666666666667
11/18/2013,https://techcrunch.com/2013/11/18/facebook-smb-25-m/,0.26425
11/18/2013,https://techcrunch.com/2013/11/18/web-or-mobile-facebook-tests-a-new-chat-feature-that-shows-where-friends-are-online/,0.1557166666666667
11/18/2013,https://techcrunch.com/2013/11/18/facebook-sports-data/,0.17826956521739126
11/17/2013,https://techcrunch.com/2013/11/17/the-king-of-ephemerality-snapchat-sends-a-permanent-message-to-facebook/,0.005551515151515162
11/14/2013,https://techcrunch.com/2013/11/14/developers-can-now-use-facebook-login-in-windows-8-windows-phone-8-applications/,0.295725
11/14/2013,https://techcrunch.com/2013/11/14/pew-social-media-study-30-of-the-u-s-gets-news-via-facebook-reddit-has-the-most-news-hungry-regular-users/,0.201888
11/13/2013,https://techcrunch.com/2013/11/13/facebook-phone-number-messenger/,0.18412413793103452
11/13/2013,https://techcrunch.com/2013/11/13/facebook-open-academy/,0.2753055555555555
11/10/2013,https://techcrunch.com/2013/11/10/rather-scrubs-facebook-and-twitter-replaces-things-you-dislike-with-things-you-like/,0.07246111111111112
11/07/2013,https://techcrunch.com/2013/11/07/twitters-strong-ipo-leaves-the-company-more-richly-valued-on-a-per-user-basis-than-facebook-at-its-debut/,0.17813750000000003
11/07/2013,https://techcrunch.com/2013/11/07/facebook-app-tv-show-reminders/,0.09143571428571429
11/06/2013,https://techcrunch.com/2013/11/06/facebook-like-button-viewed-22b-times-a-day-on-7-5m-websites-gets-a-redesign/,0.27981538461538463
11/04/2013,https://techcrunch.com/2013/11/04/the-three-reasons-twitter-didnt-sell-to-facebook/,0.06277627118644068
10/30/2013,https://techcrunch.com/2013/10/30/facebooks-desktop-ad-revenues-fell-26m-in-q3-as-its-mobile-ad-revenue-surged-226m/,0.1007421052631579
10/30/2013,https://techcrunch.com/2013/10/30/facebook-teens-drop/,0.17294642857142858
10/30/2013,https://techcrunch.com/2013/10/30/nearly-half-48-of-daily-users-of-facebook-are-now-mobile-only-says-ceo-zuckerberg/,0.148464
10/30/2013,https://techcrunch.com/2013/10/30/facebooks-q3-13-beats-with-2-02b-revenue-0-25-eps-with-49-of-ad-revenue-now-mobile/,0.21496
10/29/2013,https://techcrunch.com/2013/10/29/google-adds-sms-support-to-its-android-messaging-app-as-facebook-axes-it/,0.21863157894736843
10/29/2013,https://techcrunch.com/2013/10/29/facebook-messenger-phone-number/,0.273265625
10/29/2013,https://techcrunch.com/2013/10/29/nextdoor-the-facebook-for-your-neighborhood-lands-60m-from-john-doerr-tiger-global-and-more-to-go-international/,0.35345
10/28/2013,https://techcrunch.com/2013/10/28/voicesphere-brings-voice-control-to-facebook-instagram-others-enterprise-apps-coming-next/,0.17343636363636364
10/26/2013,https://techcrunch.com/2013/10/26/social-scheduling-tool-buffer-gets-hacked-floods-twitter-and-facebook-with-weight-loss-spam/,0.017233333333333337
10/24/2013,https://techcrunch.com/2013/10/24/sparklabs-launches-30m-global-seed-stage-fund-with-ex-facebooker-net-jacobsson-and-former-horizons-vc-frank-meehan/,0.37377499999999997
10/23/2013,https://techcrunch.com/2013/10/23/facebook-based-greeting-card-app-cleverbug-rebrands-as-clevercards-adds-gift-products-more/,0.46597999999999995
10/21/2013,https://techcrunch.com/2013/10/21/facebook-app-ads-video-cpa/,0.36680769230769233
10/21/2013,https://techcrunch.com/2013/10/21/facebook-experiences-partial-outage-on-desktop-and-mobile/,0.145015
10/17/2013,https://techcrunch.com/2013/10/17/edit-facebook-post-on-iphone/,0.085136
10/16/2013,https://techcrunch.com/2013/10/16/facebook-teens-can-now-post-publicly/,0.27147714285714286
10/13/2013,https://techcrunch.com/2013/10/13/facebook-buys-mobile-analytics-company-onavo-and-finally-gets-its-office-in-israel/,0.4372574468085107
10/13/2013,https://techcrunch.com/2013/10/13/study-facebook-comments-are-more-civil-than-newspaper-website-comments/,0.1498
10/12/2013,https://techcrunch.com/2013/10/12/crunchweek-facebook-and-googles-big-privacy-changes-zulilys-ipo-and-all-the-latest-twitter-talk/,-0.2023
10/12/2013,https://techcrunch.com/2013/10/12/the-panopticon-is-extremely-convenient-so-use-facebook-google-and-chrome/,0.10125156250000002
10/10/2013,https://techcrunch.com/2013/10/10/facebook-search-privacy/,0.0406775
10/10/2013,https://techcrunch.com/2013/10/10/facebook-feedback-panels/,0.20625833333333335
10/08/2013,https://techcrunch.com/2013/10/08/facebook-objective-based-ad-buying/,0.34836249999999996
